2018-12-21 12:14:31,"b'I am now on #YouTube. A bit late, but none the less, here is my Intro Video. I would love it if you could give me a\xe2\x80\xa6 https://t.co/TZyEkChV93'"
2018-12-21 12:14:08,"b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xadSwiss or Not? \xf0\x9f\x87\xa8\xf0\x9f\x87\xad\nNEW BLIND TASTE TEST! \xf0\x9f\x94\xa5 She claims to be a chocolate expert (at eating), soo... did she come thr\xe2\x80\xa6 https://t.co/S0xLd1fRQ4'"
2018-12-21 12:14:04,"b'RT @itsyaboiNB: check out my #youtube #video of ""Vic covering Queen Naija Medicine song with a ""Skit""""\nhttps://t.co/rutGptczXy #like #comme\xe2\x80\xa6'"
2018-12-21 12:13:18,b'Here You Go -  https://t.co/r8HkqPOF6Z\nMirchi Hello With @iamsrk\n.\n.\n.\n.\n#sharukhkhan #Zero #movie #MirchiHello\xe2\x80\xa6 https://t.co/B65jci2LyY'
2018-12-21 12:13:10,b'RT @mmcrazybitch: Realm: the sequel. \nCopy and paste https://t.co/L5pMPXgIci\nLike and subscribe for more #realmroyale #ps4 #youtube #funny\xe2\x80\xa6'
2018-12-21 12:13:07,"b""RT @oksaucedesu: Uploaded the VOD of me playing #RealmRoyale to my YouTube, was gonna edit it down but I don't have the time so have the co\xe2\x80\xa6"""
2018-12-21 12:13:04,b'Almost done editing the video my baby loves!! So stoked about that. Excuse me while I celebrate with some smartfood\xe2\x80\xa6 https://t.co/N3XwpCnXC5'
2018-12-21 12:13:01,b'RT @Knautschzon3: Im Now live on Twitch with Subnautica https://t.co/5P3llqIGQ2 #primenight #Supportstreamers #twitchde #StreamAcademy #twi\xe2\x80\xa6'
2018-12-21 12:12:22,b'Just made a tiktok account go over and follow me #tiktok #newuser #tiktokvideo #youtube #youtuber #youtubers\xe2\x80\xa6 https://t.co/xFDZyFK2iK'
2018-12-21 12:12:00,b'RT @beufam: Fortnite HIGHLIGHTS #1 https://t.co/kJfuiLbOJb @YouTube #fortnite #fortnitechallenges #fortnitegameplay #fortnitevbucks #fortni\xe2\x80\xa6'
2018-12-21 12:11:42,b'RT @NocturnalJamYT: Please retweet this tweet to help us reach 500 subscribers before the new year!! Thanks for all the support \xf0\x9f\x8d\x93\xf0\x9f\x8e\xac #smallyo\xe2\x80\xa6'
2018-12-21 12:11:36,b'RT @Knautschzon3: Im Now live on Twitch with Subnautica https://t.co/5P3llqIGQ2 #primenight #Supportstreamers #twitchde #StreamAcademy #twi\xe2\x80\xa6'
2018-12-21 12:11:31,b'Please retweet this tweet to help us reach 500 subscribers before the new year!! Thanks for all the support \xf0\x9f\x8d\x93\xf0\x9f\x8e\xac\xe2\x80\xa6 https://t.co/sadsQDd3e8'
2018-12-21 12:11:27,"b""RT @KLAYYMOREE: I'm gunna be following those people who would follow me (Permanently if you do the same)\n\n#SmallStreamersConnect\n#SupportSm\xe2\x80\xa6"""
2018-12-21 12:11:08,b'RT @Ashluckypalmz: Pre order for Let go... #preorder #luckypalmz #itunes #spotify #tidal #deezer #amazon #youtube #googleplay #applemusic #\xe2\x80\xa6'
2018-12-21 12:10:56,"b""#Lambily Our Goals from now till next #Friday are this\n\n1, Stream #AllIWantForChristmasIsYou and gain back #Mariah'\xe2\x80\xa6 https://t.co/FOQx3zUFmn"""
2018-12-21 12:10:29,b'RT @GermanTwitchRT: \xe2\x9a\x94\xef\xb8\x8f Below #Gameplay - Die ersten 28 Minuten\n\n\xe2\x9c\x85 https://t.co/XBxJZxHqw0\n\n#LETSPLAY #Below @LeondaGarbo\n\n\xf0\x9f\x99\x8f LIKE &amp; SHARE to\xe2\x80\xa6'
2018-12-21 12:10:29,b'RT @Tn69DFns: Hello everyone Today evening 6pm \n\nThoothukudi #maari2 celebration video relese at #YouTube \nLets subscribe and follow our pa\xe2\x80\xa6'
2018-12-21 12:10:25,"b""RT @kingingit100: FULL DOCUMENTARY LIVE TONIGHT AT 7.30! \xf0\x9f\x92\x83\xf0\x9f\x90\xab\xf0\x9f\x98\x9c\nWe will be live on Youtube answering any burning questions you have!\nIt's an h\xe2\x80\xa6"""
